GTA06,Latitude,Longitude
3824,43.63217074,-79.69090385
3825,43.62672772,-79.68389604
3826,43.63652887,-79.69615751
3827,43.638871,-79.69347945
3828,43.63468066,-79.68781273
3829,43.71864364,-79.63989893
3830,43.72054093,-79.63722947
3831,43.62519787,-79.67562949
3832,43.60960092,-79.65225721
3833,43.60697185,-79.65600528
3834,43.61733881,-79.67159183
3835,43.62128733,-79.67640751
3836,43.58169923,-79.71561225
3837,43.56127955,-79.71301673
3838,43.55366048,-79.71127858
3839,43.55989195,-79.70683893
3840,43.54541059,-79.68726879
3841,43.60340639,-79.65054819
3842,43.58947231,-79.64802927
3843,43.59291765,-79.65065548
3844,43.59664692,-79.64678902
3845,43.59845503,-79.64342281
3846,43.59459057,-79.64547101
3847,43.58830772,-79.6445664
3848,43.59022006,-79.6403552
3849,43.59323689,-79.63731134
3850,43.59575095,-79.63952873
3851,43.59255318,-79.6426774
3852,43.59495488,-79.63478637
3853,43.59670804,-79.63474307
3854,43.59852403,-79.63803342
3855,43.60632124,-79.64794388
3856,43.62406581,-79.60604022
3857,43.6254942,-79.60431207
3858,43.62231501,-79.59966449
3859,43.62055353,-79.60162236
3860,43.61291511,-79.58330954
3861,43.60946571,-79.58728049
3862,43.5838166,-79.61752826
3863,43.59374596,-79.62937907
3864,43.59063784,-79.63351578
3865,43.58937281,-79.63906205
3866,43.58624284,-79.64238011
3867,43.58081405,-79.62164463
3868,43.54149226,-79.68524282
3869,43.52561003,-79.65169737
3870,43.52903141,-79.65114928
3871,43.57810007,-79.61677616
3872,43.58117322,-79.61322752
3873,43.60709781,-79.58359441
3874,43.61035617,-79.57826769
3875,43.57117322,-79.56569554
3876,43.5699289,-79.56735877
3877,43.55371912,-79.583926
3878,43.54982629,-79.58909
3879,43.51480767,-79.62682988
4001,43.38330072,-79.71886213
4002,43.39479094,-79.74011856
4003,43.41200822,-79.72917212
4004,43.40621931,-79.71903815
4005,43.398024,-79.70402353
4006,43.41086326,-79.68796581
4007,43.42165574,-79.70325011
4008,43.42806313,-79.71294323
4009,43.4404186,-79.69974976
4010,43.43303736,-79.69295389
4011,43.42995693,-79.67380849
4012,43.44560535,-79.68659986
4013,43.44856901,-79.67734917
4014,43.45813701,-79.68234905
4015,43.45430816,-79.67404634
4016,43.44429557,-79.66220827
4017,43.45566724,-79.65699021
4018,43.46649989,-79.65166304
4019,43.47300969,-79.66716929
4020,43.47650079,-79.63752162
4021,43.48765814,-79.64613301
4022,43.48563729,-79.66769446
4023,43.49794331,-79.66023778
4024,43.50899069,-79.68061519
4025,43.49118941,-79.69211629
4026,43.48641505,-79.68234145
4027,43.47374135,-79.6785969
4028,43.47451566,-79.68655727
4029,43.47034197,-79.6985348
4030,43.46075803,-79.69411157
4031,43.45781087,-79.70837757
4032,43.48113733,-79.70335259
4033,43.49781202,-79.70093258
4034,43.48760967,-79.7121622
4035,43.48096144,-79.7194697
4036,43.47348676,-79.71272986
4037,43.46699422,-79.73476791
4038,43.46228979,-79.72415974
4039,43.45006387,-79.74353832
4040,43.44789064,-79.71487488
4041,43.43615455,-79.72667671
4042,43.42370503,-79.74184583
4043,43.41607681,-79.75703683
4044,43.40657158,-79.75786191
4045,43.42198553,-79.77543848
4046,43.43927974,-79.80000623
4047,43.46818267,-79.79109162
4048,43.49277407,-79.75601783
4049,43.51505621,-79.73148733
4050,43.29287592,-79.86545878
4051,43.30420658,-79.84823464
4052,43.30142307,-79.8678341
4053,43.32463365,-79.83861061
4054,43.3130516,-79.83204336
4055,43.3185205,-79.81999992
4056,43.30788315,-79.80056942
4057,43.32530124,-79.81405158
4058,43.33766547,-79.82238315
4059,43.33453845,-79.80814187
4060,43.32568423,-79.79562053
4061,43.33323266,-79.78669145
4062,43.34290855,-79.80115704
4063,43.35222223,-79.79519033
4064,43.34529711,-79.78594967
4065,43.3386197,-79.77473462
4066,43.34542078,-79.76642892
4067,43.352445,-79.7778189
4068,43.35922613,-79.78706771
4069,43.37018046,-79.77470567
4070,43.36279443,-79.77044679
4071,43.3629387,-79.76321285
4072,43.35164487,-79.75847395
4073,43.35840712,-79.75001327
4074,43.36519335,-79.74099172
4075,43.37229829,-79.73305043
4076,43.37827333,-79.74967475
4077,43.38405365,-79.75985935
4078,43.39461424,-79.77336113
4079,43.40746711,-79.79121289
4080,43.39289871,-79.80699618
4081,43.3802399,-79.78513659
4082,43.36239431,-79.80031829
4083,43.36875899,-79.80929669
4084,43.37848387,-79.82183225
4085,43.36051659,-79.8266566
4086,43.35259864,-79.81318401
4087,43.34907707,-79.82297563
4088,43.34355012,-79.8407174
4089,43.36545133,-79.83968044
4090,43.35502053,-79.85387945
4091,43.32554956,-79.86417904
4092,43.3078692,-79.89073667
4093,43.37868459,-79.87236015
4094,43.40670792,-79.84673391
4095,43.42754543,-79.82411131
4096,43.43298483,-79.86926587
4097,43.4035689,-79.90203383
4098,43.42214977,-79.92523962
4099,43.4523171,-79.89691335
4100,43.45632506,-79.82977876
4101,43.47172772,-79.87572305
4102,43.47514623,-79.85987169
4103,43.48537499,-79.87281793
4104,43.48495533,-79.84859103
4105,43.49535822,-79.86128294
4106,43.4915091,-79.80249207
4107,43.49663851,-79.83614893
4108,43.50654516,-79.84946731
4109,43.50877871,-79.82276826
4110,43.51867092,-79.83613623
4111,43.52543043,-79.80664461
4112,43.53168465,-79.82111194
4113,43.52134893,-79.76461073
4114,43.54866378,-79.79101492
4115,43.56516114,-79.81791882
4116,43.5457588,-79.83217204
4117,43.54279002,-79.85111678
4118,43.53630454,-79.8396323
4119,43.53406927,-79.86382032
4120,43.52614761,-79.84934128
4121,43.55070247,-79.89594146
4122,43.52054681,-79.90844554
4123,43.52730642,-79.87760398
4124,43.51730589,-79.86416156
4125,43.50670022,-79.87536491
4126,43.51675692,-79.88993847
4127,43.4967212,-79.88720371
4128,43.50648194,-79.90255752
4129,43.51715814,-79.92101231
4130,43.50892275,-79.92855247
4131,43.49087847,-79.90298542
4132,43.49095059,-79.9477418
4133,43.47136302,-79.92450582
4134,43.44181079,-79.956985
4135,43.46274719,-79.99320914
4136,43.48372907,-79.98020122
4137,43.49649563,-80.03039204
4138,43.53145932,-80.04453824
4139,43.52497599,-79.98647935
4140,43.5660746,-80.04233015
4141,43.52986516,-80.08303913
4142,43.56113368,-80.12479221
4143,43.59608858,-80.0880821
4144,43.53006274,-79.92250551
4145,43.54020988,-79.91421031
4147,43.53361313,-79.90526396
4148,43.54086354,-79.88514709
4149,43.56182886,-79.91344323
4150,43.54942686,-79.86359262
4151,43.55837252,-79.84819719
4152,43.57283508,-79.83201563
4153,43.59495581,-79.80660175
4154,43.59321577,-79.86257254
4155,43.61773681,-79.83559529
4156,43.6533113,-79.87127259
4157,43.65150664,-79.87499159
4158,43.6366514,-79.87368438
4159,43.64416503,-79.88473077
4160,43.63016265,-79.8897948
4161,43.64063873,-79.89483164
4162,43.64584816,-79.90783348
4163,43.648329,-79.92394513
4164,43.65764891,-79.92487743
4165,43.67567452,-79.90215163
4166,43.6400508,-79.92938492
4167,43.64165955,-79.9460016
4168,43.61812912,-79.90795329
4169,43.58109452,-79.94916337
4170,43.6046938,-79.98152769
4171,43.60714332,-80.03280276
4172,43.638111,-80.00086929
4173,43.67602676,-79.98527698
4174,43.70009028,-79.95835965
4175,43.65673225,-80.03518221
4176,43.63822177,-80.02581214
4177,43.62940709,-80.02953265
4178,43.63728667,-80.04644962
4179,43.62101013,-80.0602784
4180,43.50788683,-79.71459265
4181,43.49774648,-79.72572897
4182,43.49048528,-79.73369072
4183,43.47884445,-79.7463983
4184,43.46899145,-79.76616198
4185,43.45205071,-79.77378817
4186,43.43660455,-79.75988428
4187,43.43283203,-79.79018618
4188,43.41819565,-79.80609563
4189,43.40130714,-79.82326284
4190,43.37988151,-79.79668622
4191,43.42409442,-79.93948922
4192,43.52992597,-79.89130645
4193,43.65205813,-79.88781564
4194,43.65475719,-79.90115575
4195,43.66964683,-79.92480871
4196,43.62375671,-80.04056065
4197,43.63054,-80.04738592
5001,43.08404135,-79.79729449
5002,43.1100246,-79.79569407
5003,43.11071611,-79.75534975
5004,43.11555453,-79.87878974
5005,43.11556089,-79.82005831
5006,43.11991979,-79.83917369
5007,43.12689572,-79.78850716
5008,43.13093405,-79.93188936
5009,43.13247026,-79.81280934
5010,43.13686832,-79.83187185
5011,43.1447601,-79.78096434
5012,43.14549512,-79.74076419
5013,43.14925804,-79.85703828
5014,43.15021298,-79.80528388
5015,43.15462453,-79.82435687
5016,43.15821731,-79.8942427
5017,43.15804375,-79.77536723
5018,43.15763118,-79.97822407
5020,43.1659293,-79.92812254
5021,43.16638376,-79.7691749
5023,43.17002922,-79.83672025
5025,43.17476086,-79.85706545
5026,43.17503879,-79.76508276
5027,43.17640643,-79.95196027
5028,43.17475828,-79.74317817
5030,43.17755272,-79.68554465
5031,43.17908623,-79.8330432
5032,43.17985127,-79.78587771
5033,43.18118612,-79.88414691
5034,43.18385858,-79.85257864
5035,43.18347653,-79.76136263
5036,43.18065,-80.05348518
5037,43.18466417,-79.80748895
5038,43.18922168,-79.91801188
5039,43.18817335,-79.82513128
5040,43.19020425,-79.88021617
5041,43.1885507,-79.78508268
5042,43.19161109,-79.98823053
5043,43.19132376,-79.83784117
5044,43.19405482,-79.80536614
5045,43.19461342,-79.84756691
5046,43.19518393,-79.8573746
5047,43.19859649,-79.91457175
5048,43.19869735,-79.94929524
5049,43.19623457,-79.73328919
5050,43.19817949,-79.86759652
5051,43.20057096,-79.87741994
5052,43.20058725,-79.82485943
5053,43.20070716,-79.79511267
5054,43.20045102,-79.77526571
5055,43.20044403,-79.75432639
5056,43.20298487,-79.88748917
5057,43.20474469,-79.84347458
5058,43.20666366,-79.90204998
5059,43.20535899,-79.99603368
5060,43.20699344,-79.85304293
5061,43.2062421,-79.65788218
5062,43.20868962,-79.81985852
5063,43.20932818,-79.86258114
5065,43.21193383,-80.00500297
5066,43.21099211,-79.91865377
5067,43.21153356,-79.97897959
5068,43.21104985,-79.82946002
5069,43.21175995,-79.87241605
5071,43.21049197,-79.70973896
5072,43.2146917,-80.1317698
5073,43.21319885,-79.94214044
5074,43.21354981,-79.83980782
5075,43.2142286,-79.88235568
5076,43.21257414,-79.72009773
5077,43.2123953,-79.6931277
5078,43.21441053,-79.96630799
5079,43.21440868,-79.75316649
5080,43.21477976,-79.76432536
5081,43.21494143,-79.73046086
5082,43.21635617,-79.85151471
5084,43.21797484,-79.89692208
5086,43.21707976,-79.74109176
5087,43.21874553,-79.86092585
5088,43.21677033,-79.65394644
5089,43.21916479,-79.82369255
5090,43.21900371,-79.70661759
5091,43.22098524,-79.91176092
5092,43.22063323,-79.86864153
5093,43.22079961,-79.75123145
5094,43.22214329,-79.94445122
5095,43.22232316,-79.83610686
5096,43.22142317,-79.71636632
5097,43.22308416,-79.87863306
5098,43.22406244,-79.92295374
5099,43.22276071,-79.76233526
5100,43.22268513,-79.64077652
5101,43.22384406,-79.80749958
5102,43.2246908,-79.84548329
5103,43.22717183,-80.05049727
5104,43.22623806,-79.89261424
5105,43.22673813,-79.96648128
5106,43.22408385,-79.72655375
5107,43.22480168,-79.77208579
5108,43.22453703,-79.68799975
5109,43.23233279,-80.00839593
5110,43.2269825,-79.85496937
5111,43.22646915,-79.78336673
5112,43.22889664,-79.94594331
5113,43.22680415,-79.73684757
5114,43.22740339,-79.82197829
5115,43.22892674,-79.9110687
5116,43.22948259,-79.86496092
5117,43.22996994,-79.79119591
5118,43.22901226,-79.74811542
5119,43.22933944,-79.70807377
5120,43.23058427,-79.79868547
5121,43.23198129,-79.87488875
5122,43.23124721,-79.83260789
5123,43.23177524,-79.75793652
5125,43.23385688,-79.88210403
5126,43.2330974,-79.76474504
5127,43.23389021,-79.80696744
5128,43.23294021,-79.72268589
5129,43.2341007,-79.89318604
5130,43.23421863,-79.84134056
5131,43.23428496,-79.77342786
5132,43.2360166,-79.81699377
5133,43.2369848,-79.93597442
5135,43.23671687,-79.85064725
5136,43.2356349,-79.73295755
5137,43.24140431,-79.95800893
5138,43.23953978,-79.98594579
5139,43.23904264,-79.92048684
5140,43.23859547,-79.90659997
5141,43.23890501,-79.82643221
5142,43.23899227,-79.89022715
5143,43.23917351,-79.86064331
5144,43.24100671,-79.87298644
5145,43.23914751,-79.74858806
5147,43.24232731,-79.88753886
5148,43.24066383,-79.78245973
5149,43.24205254,-79.8039132
5150,43.24268989,-79.83639414
5151,43.2425276,-79.79396871
5153,43.24364394,-79.76471118
5154,43.2439777,-79.81382183
5155,43.24545191,-79.84635759
5156,43.24577074,-79.85784582
5157,43.24624203,-79.82380064
5158,43.24731683,-79.89134021
5159,43.24712916,-79.86893658
5160,43.24828722,-79.91157537
5161,43.24822141,-79.80131471
5162,43.24840103,-79.8119422
5163,43.24923061,-79.87497335
5164,43.24920345,-79.85557932
5165,43.24902465,-79.83391538
5166,43.25053769,-79.93779734
5167,43.25033573,-79.87973355
5168,43.25076768,-79.86721086
5169,43.25075253,-79.75583478
5170,43.25177085,-79.84366163
5171,43.25276981,-79.87339072
5172,43.25306352,-79.86451531
5173,43.2519899,-79.81045585
5174,43.25289835,-79.88404579
5175,43.2535629,-79.92098858
5176,43.25232631,-79.82129816
5177,43.2552495,-80.12273124
5178,43.25310614,-79.96631457
5179,43.25389465,-79.87825188
5180,43.25409166,-79.89108337
5181,43.25429885,-79.85348466
5182,43.25459857,-79.77606885
5183,43.25494219,-79.83112271
5184,43.25578652,-79.87212364
5185,43.25603497,-79.90008206
5186,43.25692995,-79.86186467
5187,43.25701249,-79.87697997
5188,43.25761277,-79.84105624
5190,43.25834706,-79.86686858
5191,43.26013702,-79.94332721
5192,43.25922936,-79.8847663
5193,43.2593267,-79.87054468
5194,43.2600886,-79.85100059
5195,43.26047963,-79.87540891
5196,43.26432278,-79.90833557
5197,43.26304715,-79.79742908
5198,43.26291424,-79.92321301
5199,43.26239813,-79.86098015
5200,43.26407684,-79.88455285
5201,43.26473238,-79.87102088
5202,43.26681731,-79.97092264
5203,43.26798666,-79.89696717
5204,43.26733287,-79.87962534
5205,43.26730349,-79.95871844
5206,43.267992,-79.84378033
5207,43.27532055,-79.94041746
5208,43.27104242,-79.8620044
5210,43.27016979,-79.82065574
5211,43.27971137,-79.88785259
5212,43.28159458,-79.78728674
5213,43.27752379,-79.91511115
5214,43.2889047,-79.9535795
5215,43.29432905,-79.910943
5216,43.31051051,-80.17229072
5219,43.32790786,-80.08279658
5223,43.36659841,-79.93726195
5224,43.3751865,-80.03667037
5225,43.38536283,-80.1344229
5226,43.40056884,-79.98742089
5227,43.43519688,-80.03447142
5228,43.349208,-79.90387039
5229,43.33441801,-79.92387975
5230,43.3479191,-79.88193314
5231,43.33733446,-79.89593523
5232,43.32477012,-79.91177031
5233,43.31987752,-79.90312535
5234,43.33161946,-79.88586694
5235,43.34125922,-79.87237585
5236,43.25310637,-79.98461116
5237,43.24106672,-79.72655183
5238,43.23255954,-79.69092905
5239,43.21258853,-79.80129134
5240,43.20861512,-79.78764923
5241,43.21565992,-79.78104976
5242,43.17049186,-79.81757153
5243,43.16595851,-79.798559
5244,43.17953506,-79.81360891
5245,43.17341328,-79.79052754
5246,43.26373358,-79.98330699
5247,43.25642413,-80.00613599
5248,43.27665417,-80.00620696
5249,43.30608432,-79.97465264
5250,43.3228114,-80.00349837
5251,43.31078288,-79.93380037
5252,43.2584269,-79.96656886
5253,43.21355989,-79.81183567
6001,43.2146364,-79.61037789
6002,43.20899734,-79.6121381
6003,43.20311678,-79.58551666
6004,43.1964527,-79.58732601
6005,43.19994773,-79.61568617
6006,43.17460106,-79.61396736
6007,43.16088179,-79.55122874
6008,43.19168488,-79.56971043
6009,43.19365068,-79.56154392
6010,43.19721893,-79.56901096
6011,43.19955909,-79.56970209
6012,43.2032534,-79.56503308
6013,43.19733038,-79.55959391
6014,43.19430229,-79.55774112
6015,43.1906654,-79.54122291
6016,43.18372574,-79.54218936
6017,43.18852683,-79.55918967
6018,43.19775277,-79.54551376
6019,43.19250784,-79.52256746
6020,43.18000136,-79.52051688
6021,43.19236139,-79.48423664
6022,43.16601486,-79.49975349
6023,43.17625182,-79.47049836
6024,43.1925189,-79.42589709
6025,43.16696798,-79.42730682
6026,43.1541683,-79.39570289
6027,43.16769974,-79.35715625
6028,43.18484249,-79.36591759
6029,43.12950852,-79.35132836
6030,43.11992444,-79.42195395
6031,43.11804146,-79.48211316
6032,43.03104771,-79.28345058
6033,43.0449832,-79.27534691
6034,43.04958629,-79.28517813
6035,43.08033584,-79.31413151
6036,43.07893098,-79.36546049
6037,43.04788761,-79.328432
6038,43.03325997,-79.36492207
6039,43.03142976,-79.31661803
6040,42.9942489,-79.36247697
6041,42.99324763,-79.3152629
6042,43.21584559,-79.18085817
6043,43.24399707,-79.12317565
6044,43.24981861,-79.07816087
6045,43.20519952,-79.07042062
6046,43.20093892,-79.10200173
6047,43.22196732,-79.12362554
6048,43.1865129,-79.14208163
6049,43.1795658,-79.175157
6050,43.16006196,-79.1022086
6051,43.15974216,-79.06578609
6052,43.15383678,-79.17772219
6053,43.184491,-79.29617646
6054,43.1919106,-79.283396
6055,43.19050721,-79.26682567
6056,43.19054559,-79.25926721
6057,43.19501742,-79.25482574
6058,43.2023166,-79.25865074
6059,43.20628683,-79.24747789
6060,43.19796749,-79.2511262
6061,43.19728117,-79.24652102
6062,43.20169351,-79.23661137
6063,43.21162609,-79.23720965
6064,43.22077626,-79.22192203
6065,43.20348812,-79.22910032
6066,43.20577288,-79.22306118
6067,43.2085289,-79.21494362
6068,43.19808999,-79.27312073
6069,43.22776813,-79.21083877
6070,43.20768801,-79.20509802
6071,43.1945153,-79.21015988
6072,43.16705513,-79.25242595
6073,43.15599963,-79.26309173
6074,43.18601165,-79.2230886
6075,43.19558766,-79.22378968
6076,43.1524227,-79.26626896
6077,43.18847187,-79.22833685
6078,43.14642441,-79.26993878
6079,43.18120636,-79.23611855
6080,43.18618011,-79.23338798
6081,43.19117246,-79.23625204
6082,43.18826369,-79.24610779
6083,43.18173488,-79.24328231
6084,43.17768309,-79.24361949
6085,43.17474198,-79.2477476
6086,43.17938857,-79.24861261
6087,43.18332015,-79.24995398
6088,43.18453422,-79.25255746
6089,43.17966464,-79.2523608
6090,43.18325015,-79.25879602
6091,43.17417841,-79.25545277
6092,43.17405495,-79.26245005
6093,43.17347759,-79.26727371
6094,43.1717319,-79.27078266
6095,43.18174192,-79.27003852
6096,43.17521458,-79.27893229
6097,43.15937551,-79.29866926
6098,43.16587321,-79.277052
6099,43.1663569,-79.26153951
6100,43.16390612,-79.25768251
6101,43.16875018,-79.24569338
6102,43.17095662,-79.23734509
6103,43.17068692,-79.23070266
6104,43.17571998,-79.23402996
6105,43.17817737,-79.22547479
6106,43.17387406,-79.22419968
6107,43.18014869,-79.21553441
6108,43.17578738,-79.21486193
6109,43.18330382,-79.20406649
6110,43.17333331,-79.2021246
6111,43.1721008,-79.21412478
6112,43.16139258,-79.20089131
6113,43.16226011,-79.2143454
6114,43.16722796,-79.21620105
6115,43.16741618,-79.22302366
6116,43.16746125,-79.23035506
6117,43.16265122,-79.22866995
6118,43.1526177,-79.22301761
6119,43.15741256,-79.21811299
6120,43.15866708,-79.2329113
6121,43.16108025,-79.2373258
6122,43.16458179,-79.23732184
6123,43.16416416,-79.24207116
6124,43.16178355,-79.24243344
6125,43.1567905,-79.24288883
6126,43.15935084,-79.24386983
6127,43.16032624,-79.2455236
6128,43.1631428,-79.2452525
6129,43.16058928,-79.24846025
6130,43.15799311,-79.24774881
6131,43.15706321,-79.24616615
6132,43.15521455,-79.25056882
6133,43.15971262,-79.2521462
6134,43.15881591,-79.25514528
6135,43.15386024,-79.25774527
6136,43.15345424,-79.27712456
6137,43.14006478,-79.26844146
6138,43.14737908,-79.25897888
6139,43.14938706,-79.24924654
6140,43.1438735,-79.25553981
6141,43.14997944,-79.23476499
6142,43.13831709,-79.25088621
6143,43.14447099,-79.24814612
6144,43.15146528,-79.21638451
6145,43.14337003,-79.21721618
6146,43.1492834,-79.2049914
6147,43.13001223,-79.2558373
6148,43.14087727,-79.19711065
6149,43.14265538,-79.18520097
6150,43.13750117,-79.20453413
6151,43.13486453,-79.20773365
6152,43.13820316,-79.21616387
6153,43.1383276,-79.21952331
6154,43.12969942,-79.21696512
6155,43.12912763,-79.22641992
6156,43.13238231,-79.22410624
6157,43.136093,-79.22393425
6158,43.1385036,-79.23074605
6159,43.16053172,-79.26599668
6160,43.14211909,-79.23731963
6161,43.1391865,-79.24329976
6162,43.13089892,-79.2344696
6163,43.11470143,-79.25879252
6164,43.12691808,-79.2493669
6165,43.13673372,-79.25723247
6166,43.13384104,-79.26641653
6167,43.12445891,-79.29299278
6168,43.12236686,-79.26841657
6169,43.11227762,-79.24547675
6170,43.11175044,-79.22645328
6171,43.12070332,-79.22038664
6172,43.12613514,-79.20977958
6173,43.11923042,-79.21026838
6174,43.12770983,-79.20283256
6175,43.11943682,-79.20184459
6176,43.12967613,-79.19650897
6177,43.12119307,-79.19687611
6178,43.12030089,-79.18545888
6179,43.11303938,-79.20117593
6180,43.18610136,-79.27581589
6181,43.10970391,-79.21080091
6182,43.0928197,-79.18748917
6183,43.08987521,-79.20356625
6184,43.08426922,-79.22208585
6185,43.08330826,-79.24890271
6186,43.08345263,-79.27404616
6187,43.06947028,-79.1930511
6188,43.04501151,-79.25414773
6189,43.04234631,-79.22496066
6190,43.04750488,-79.19262843
6191,43.13531114,-79.06703545
6192,43.14034293,-79.08660792
6193,43.12890836,-79.09416393
6194,43.13006768,-79.10645757
6195,43.14128776,-79.11367676
6196,43.12988607,-79.1191511
6197,43.12870665,-79.15469931
6198,43.11827587,-79.12887933
6199,43.117071,-79.10698686
6200,43.11761538,-79.08607375
6201,43.11168809,-79.06658529
6202,43.10680042,-79.06318281
6203,43.10665464,-79.07016651
6204,43.10367467,-79.0670646
6205,43.09797096,-79.06626876
6206,43.09947091,-79.07142413
6207,43.09895251,-79.08013782
6208,43.09374228,-79.08132168
6209,43.09269735,-79.0771532
6210,43.09101903,-79.07304047
6211,43.08504223,-79.07795472
6212,43.08473183,-79.08228718
6213,43.08337164,-79.09104605
6214,43.0892054,-79.08875158
6215,43.08895546,-79.09525233
6216,43.09324869,-79.09166297
6217,43.10162845,-79.09358619
6218,43.10677059,-79.0798292
6219,43.10597353,-79.10707597
6220,43.10033956,-79.11517669
6221,43.10491092,-79.12196546
6222,43.10350956,-79.13071881
6223,43.09894202,-79.15687041
6224,43.07730089,-79.16114812
6225,43.07916083,-79.14215202
6226,43.07923217,-79.12744551
6227,43.08888869,-79.12746363
6228,43.09365724,-79.12663508
6229,43.093691,-79.11643949
6230,43.09277039,-79.10610256
6231,43.08899403,-79.11248664
6232,43.0889631,-79.10192169
6233,43.08299785,-79.10683909
6234,43.07843306,-79.11767166
6235,43.071398,-79.10715232
6236,43.0732867,-79.0894189
6237,43.07499971,-79.07865546
6238,43.06784013,-79.06835813
6239,43.05864741,-79.07434702
6240,43.05659841,-79.09988908
6241,43.05891466,-79.11945957
6242,43.05563619,-79.12748319
6243,43.06660249,-79.12857907
6244,43.05923925,-79.15040044
6245,43.05061525,-79.16047103
6246,43.03917087,-79.13084697
6247,43.04161245,-79.09750956
6248,43.04515937,-79.05841888
6249,43.05340764,-79.0525494
6250,43.05720678,-79.06010009
6251,43.06431983,-79.05517566
6252,43.05205104,-79.03684287
6253,43.02816903,-79.04150165
6254,42.98492005,-79.05088446
6255,42.99556355,-79.10006894
6256,42.99877096,-79.14635096
6257,43.02086213,-79.27119438
6258,43.01524289,-79.26506286
6259,43.01986809,-79.25484699
6260,43.02373239,-79.24176532
6261,43.01559124,-79.24418594
6262,43.01337098,-79.22477549
6263,43.01514975,-79.1901859
6264,43.12407094,-79.23533658
6265,43.00848353,-79.24525712
6266,43.00839017,-79.25497267
6267,43.00876923,-79.26816241
6268,43.0096986,-79.28360563
6269,42.99910877,-79.28043513
6270,42.99967261,-79.26366574
6271,42.99907328,-79.25263564
6272,42.99927424,-79.24108178
6273,42.99800036,-79.23219555
6274,42.99588491,-79.22204867
6275,42.98891554,-79.22698118
6276,42.99107224,-79.2385484
6277,42.98658166,-79.23902652
6278,42.98729473,-79.24231849
6279,42.99249403,-79.2424004
6280,42.99545911,-79.24249982
6281,42.99221509,-79.2451893
6282,42.99148892,-79.24910589
6283,42.99256902,-79.25363263
6284,42.99026193,-79.25429938
6285,42.98670377,-79.24838229
6286,42.98316614,-79.2572512
6287,42.99112383,-79.25779192
6288,42.9926077,-79.26646363
6289,42.98404554,-79.26461061
6290,42.98324597,-79.28186671
6291,42.97775951,-79.27048869
6292,42.96950151,-79.27036811
6293,42.96662061,-79.26005696
6294,42.97885424,-79.25340416
6295,42.97131863,-79.25104562
6296,42.97930648,-79.24610909
6297,42.97121301,-79.2435652
6298,42.96507088,-79.24732697
6299,42.96893566,-79.23279491
6300,42.97945786,-79.23851178
6301,42.97957006,-79.22823874
6302,42.98340413,-79.20625156
6303,42.97640722,-79.18149773
6304,42.966623,-79.2103438
6305,42.95569025,-79.24119549
6306,42.95368203,-79.26633628
6307,42.93829653,-79.24227147
6308,42.88039692,-79.2718044
6309,42.88241415,-79.25740916
6310,42.88918929,-79.27027326
6311,42.88935597,-79.25740352
6312,42.87985739,-79.25150448
6313,42.88932407,-79.25205625
6314,42.89910308,-79.24800129
6315,42.89555582,-79.25260294
6316,42.89519719,-79.25993421
6317,42.89461816,-79.26866106
6318,42.8986953,-79.27417036
6319,42.90701447,-79.27298052
6320,42.9044775,-79.26009252
6321,42.90607864,-79.25065364
6322,42.91669495,-79.25680603
6323,42.93217596,-79.26576292
6324,42.92721407,-79.23214373
6325,42.89943624,-79.24048463
6326,42.88815811,-79.23989392
6327,42.87880795,-79.23936409
6328,42.88949597,-79.22135737
6329,42.90142641,-79.22535123
6330,42.93512787,-79.20550017
6331,42.88832171,-79.20253684
6332,42.89227856,-79.16918115
6333,42.88324024,-79.13372651
6334,42.93245346,-79.14836157
6335,42.88189024,-79.09316051
6336,42.86872926,-79.06043713
6337,42.88392231,-79.05929593
6338,42.88292517,-79.03984774
6339,42.90271932,-79.0475958
6340,42.90303204,-78.99537502
6341,42.88481865,-78.99973316
6342,42.89777109,-78.94532695
6343,42.90114193,-78.92225978
6344,42.91444317,-78.91934184
6345,42.92809424,-78.9221543
6346,42.92420008,-78.95105416
6347,42.94272306,-78.95730193
6348,42.96013585,-79.00131789
6349,42.93239489,-79.01243792
6350,42.93934363,-79.07853055
6351,43.05582923,-79.69123006
6352,43.0270953,-79.6114421
6353,43.01827809,-79.53803108
6354,43.02430245,-79.44277049
6355,43.07072085,-79.44078111
6356,43.05873241,-79.54852423
6357,43.07779247,-79.61258743
6358,43.10191148,-79.68137362
6359,43.13088408,-79.62712772
6360,43.10050646,-79.54238202
6361,42.91548147,-79.4324454
6362,42.89573419,-79.33746032
6363,42.94358327,-79.3409212
6364,42.97310541,-79.45758985
6365,43.12065754,-79.24182541
6366,43.1539915,-79.47250685
7001,43.51661721,-80.51198228
7002,43.50979699,-80.50572489
7003,43.51240017,-80.52500209
7004,43.50639048,-80.51812323
7005,43.49920035,-80.51158412
7006,43.49817741,-80.49774961
7007,43.50907895,-80.53544504
7008,43.50528674,-80.53092958
7009,43.49731409,-80.53404262
7010,43.50154105,-80.52949111
7011,43.4988918,-80.52255403
7012,43.50277676,-80.52024908
7013,43.49681666,-80.52687692
7014,43.49446676,-80.51750462
7015,43.50583267,-80.541844
7016,43.50188869,-80.53809238
7017,43.50286451,-80.54810085
7018,43.49834266,-80.54762429
7019,43.49556667,-80.54330442
7020,43.49087744,-80.53269979
7021,43.48775883,-80.52434665
7022,43.48987086,-80.52031858
7023,43.48812297,-80.51137718
